"Plant.Code","CD_january","CD_february","CD_march","CD_april","CD_may","CD_june","CD_july","CD_august","CD_september","CD_october","CD_november","CD_december","percentAllocation","cooling","weighted.JAN_DB","weighted.FEB_DB","weighted.MAR_DB","weighted.APR_DB","weighted.MAY_DB","weighted.JUN_DB","weighted.JUL_DB","weighted.AUG_DB","weighted.SEP_DB","weighted.OCT_DB","weighted.NOV_DB","weighted.DEC_DB","weighted.JAN_WB","weighted.FEB_WB","weighted.MAR_WB","weighted.APR_WB","weighted.MAY_WB","weighted.JUN_WB","weighted.JUL_WB","weighted.AUG_WB","weighted.SEP_WB","weighted.OCT_WB","weighted.NOV_WB","weighted.DEC_WB","weighted.JAN_WS","weighted.FEB_WS","weighted.MAR_WS","weighted.APR_WS","weighted.MAY_WS","weighted.JUN_WS","weighted.JUL_WS","weighted.AUG_WS","weighted.SEP_WS","weighted.OCT_WS","weighted.NOV_WS","weighted.DEC_WS","Latitude","Longitude","State","County","JanWT_pred","FebWT_pred","MarWT_pred","AprWT_pred","MayWT_pred","JunWT_pred","JulWT_pred","AugWT_pred","SepWT_pred","OctWT_pred","NovWT_pred","DecWT_pred"
1378,5023502,6829312,3965609,4130210,6836612,6631477,7589314,7590084,5917615,5875283,2801938,4380893,100,"tower",1,-2,8,16,20,25,27,24,22,16,12,10,-1,-4,6,12,17,21,23,20,18,12,9,8,7,9,7,8,7,6,6,4,4,6,7,8,37.2608,-86.9783,"KY","Muhlenberg",5.059519496,4.199002178,7.864555623,13.96183192,18.82495897,24.20861288,22.60202944,25.85081102,25.34353567,19.73365359,15.26610432,11.68865015
1384,0,0,125758,0,232908,366628,543060,46532,0,0,247325,295165,100,"tower",1,-2,8,15,21,24,25,23,22,15,11,10,-1,-4,5,11,16,20,22,19,18,12,8,8,6,7,6,6,4,5,4,3,3,5,5,6,36.9981,-84.5919,"KY","Pulaski",5.038682709,3.848129587,7.723635838,13.02078173,17.66437848,14.68990704,18.9189524,20.10737404,20.68810009,20.45938369,17.05590561,12.21247258
1400,88206,56365,95627,99304,85241,57692,2320,0,148,413,0,197137,100,"tower",10,11,19,23,25,28,30,29,26,22,19,16,8,8,16,20,22,24,25,24,23,18,16,15,8,9,7,7,7,5,5,5,5,7,7,8,29.822222,-91.5425,"LA","St Mary",8.9032745,13.25942363,16.62208305,23.83053867,28.23736533,30.51290229,29.86422942,29.3977948,27.98085955,23.62280756,19.57172868,16.68313302
1416,0,0,21733,0,8957,21108,45467,28836,0,73961,0,0,100,"tower",7,7,13,20,23,28,30,29,27,21,15,13,4,4,11,16,20,23,24,22,21,16,13,11,6,7,6,8,7,7,8,5,4,6,6,7,32.5181,-93.7611,"LA","Caddo",9.009401334,10.16023213,14.76339056,21.09271799,24.46549812,27.32400012,29.47231227,28.90518774,26.88374287,22.32311195,17.76272459,13.59009115
1831,243282,328974,294767,161079,209209,350642,419415,440253,395912,247456,209364,113946,100,"tower",-6,-11,0,9,16,19,21,21,19,11,7,4,-7,-12,-2,5,13,16,18,17,16,8,4,3,10,9,9,10,9,7,6,7,6,10,10,10,42.71839,-84.55808,"MI","Ingham",0.310793506,0.247080748,2.408740216,10.51635405,18.25267411,19.96644548,21.65833353,22.4582442,20.26839897,12.26927783,7.879931499,4.858694116
1915,1218318,1405343,1023352,0,1041123,1405525,1506105,437628,1497440,1351446,1323275,1437373,100,"tower",-7,-11,2,10,15,21,23,21,20,11,5,-1,-8,-12,-1,5,11,17,19,18,16,8,3,-2,9,10,10,10,9,7,8,9,8,8,10,9,45.03,-92.7786,"MN","Washington",0.373829981,0.210056792,3.72686412,10.29378035,16.4732259,22.46553397,25.36314283,24.01501182,21.8521202,13.17294778,5.873166829,1.494704326
1943,311740,240100,388094,146525,2717,0,220811,124553,21727,0,124722,131331,100,"tower",-9,-14,1,8,13,19,22,20,18,10,3,-5,-10,-14,-2,4,9,16,18,17,14,7,1,-5,11,11,11,12,11,8,9,9,10,11,11,10,46.290641,-96.043252,"MN","Otter Tail",0.579155999,0.368806788,1.615234389,8.530806447,14.81078758,20.9962553,25.18498339,24.2008812,22.64801589,12.16030601,5.044650196,0.705721246
2076,456520,592575,306083,435257,548942,629771,708053,532710,476966,93080,520137,655317,100,"tower",1,0,10,15,19,26,27,24,23,16,10,6,-1,-3,6,12,16,22,24,21,20,12,7,4,8,9,7,9,8,8,7,5,7,7,10,9,37.361315,-94.58926,"MO","Jasper",4.275895979,4.261383241,9.690276687,15.77069334,18.84825006,22.60497545,25.56158912,25.3494596,23.59511184,17.53475238,11.96661795,7.63753467
2161,225245,15424,0,0,0,32417,122188,334225,326533,216715,0,0,100,"tower",2,-1,9,15,19,25,27,24,23,16,10,7,-1,-3,6,11,16,21,23,20,18,11,7,5,9,10,8,10,10,8,7,7,7,8,10,10,37.108611,-93.261944,"MO","Greene",6.144047588,4.855366799,9.532349483,15.17267244,20.6428404,23.24503748,24.94840931,26.28305235,26.2714141,21.73846577,12.58996623,9.971157417
2682,17263,30971,0,0,0,0,15986,4507,261,0,5932,5207,100,"tower",-6,-11,-1,8,17,19,21,21,20,11,8,6,-7,-12,-3,5,13,16,18,17,16,8,6,5,11,9,9,9,8,7,6,7,7,10,10,10,42.0933,-79.2478,"NY","Chautauqua",0.586108608,0.615635258,1.533202673,6.403327872,14.72054502,17.26161189,19.93518974,21.34644731,20.038951,13.44307725,8.895271534,6.324383848
3264,0,0,57211,81319,0,229774,131068,61452,38151,27786,40729,3,100,"tower",6,4,13,18,22,26,28,26,23,16,13,13,2,1,9,14,17,21,22,21,19,13,10,11,6,7,7,7,5,6,6,5,6,7,6,5,34.6022,-82.435,"SC","Anderson",7.307434444,6.554305655,14.44923882,17.6837544,21.42090637,26.49944984,26.86152654,27.16260268,25.05689783,18.73121809,11.71640503,12.60441817
3298,1883091,1735302,1149599,1408296,1806045,1760642,1891899,1827033,1866601,1376018,842984,1778953,100,"tower",9,7,15,20,23,28,29,27,25,19,17,17,5,4,12,16,19,23,24,23,22,16,14,14,7,9,8,8,7,7,7,6,7,7,7,7,33.0158,-79.9297,"SC","Berkeley",10.56177563,8.954097626,13.38742859,19.60698712,23.86270802,28.38557997,29.93937263,29.39567953,27.06730146,21.15306253,18.41466664,15.5918745
3443,24074,156534,369612,172565,266330,207394,241684,268658,179587,233905,45645,164921,100,"tower",11,13,17,22,25,28,29,29,27,24,18,15,8,10,15,20,23,24,25,25,23,20,16,14,9,10,9,10,12,8,10,8,7,9,9,9,28.7883,-97.01,"TX","Victoria",13.52660102,16.08260774,18.85546751,23.45512686,26.13718886,28.56243095,29.85524295,30.43857763,28.59778042,24.9842786,20.90279356,17.15685512
3478,484097,264036,252798,231094,281163,339793,803994,890580,454903,33141,149057,255707,100,"tower",7,6,13,19,23,27,30,29,27,21,15,13,4,4,11,16,20,23,24,22,21,16,12,10,7,8,6,8,7,6,7,6,5,6,6,7,32.848163,-94.547986,"TX","Marion",9.03605114,9.893763383,14.44195748,20.91338673,23.66029051,26.59751932,28.83363047,28.60727712,26.56253187,21.86116138,16.84149397,12.79962216
3559,6069,1177,1543,0,0,884,31977,25527,23589,17141,0,4251,100,"tower",15,16,19,25,28,29,30,31,29,26,22,19,10,13,16,22,24,25,25,25,24,22,19,16,9,11,9,11,14,10,12,9,8,8,9,11,25.9131,-97.5214,"TX","Cameron",18.72466024,21.13181967,20.97716734,25.51326243,28.82862231,30.626297,30.8909258,31.69325909,29.71190908,27.20201674,23.91863631,20.18351001
6139,4135642,3676501,2515128,1993367,1913293,3822378,3736476,3987581,3876421,2560777,2234254,1905711,100,"tower",7,7,13,19,23,27,30,29,27,21,15,13,4,4,11,16,20,23,24,22,21,16,12,10,7,8,6,8,8,7,8,6,5,6,7,8,33.05522,-94.839993,"TX","Titus",8.662610433,9.640403946,14.18361652,20.68124795,23.39906423,26.47929814,28.97750047,28.44664377,26.37599723,21.62276322,16.5430095,12.42172381
7737,218606,231158,266837,169757,224238,196707,206104,209590,151327,153755,225333,115815,100,"tower",9,7,16,20,23,28,29,27,25,20,17,17,6,4,12,17,19,23,24,24,22,17,14,15,7,9,8,8,7,7,7,6,7,7,7,7,32.9,-79.9667,"SC","Charleston",11.4211841,9.798774595,13.50812612,19.67867313,23.82891431,28.62827962,29.90566108,29.40234192,27.15949288,21.81583706,19.20457147,16.49126279
7784,30633,57299,50443,2243,24356,25145,49283,46365,44680,0,5360,5687,100,"tower",-7,-12,-2,8,17,18,21,20,19,10,8,6,-8,-12,-3,5,13,15,17,17,16,7,5,4,11,10,10,10,9,8,7,7,7,10,10,9,42.5027,-78.0686,"NY","Allegany",0.691846161,0.501816513,1.404491278,6.557563015,14.58428084,17.14761552,19.69609792,20.69263986,19.05943105,12.1849849,8.3474682,6.430766292
8023,2593818,1849248,1880843,1430002,1785260,2880596,3081552,2981158,2962402,2554611,1393147,2067771,100,"tower",-7,-12,1,9,16,19,21,21,19,11,6,2,-7,-12,-1,5,12,16,18,17,16,8,4,1,8,8,8,9,9,6,6,6,6,8,9,9,43.4864,-89.4203,"WI","Columbia",1.088379846,0.356253113,3.313826974,9.574491012,15.84389585,19.47501839,21.72610229,20.78051652,19.18777135,12.60060818,7.213031473,3.582648123
8226,820238,1364617,833156,1203692,1361297,1022945,1455288,1214617,781292,1236222,411018,429058,100,"tower",-4,-7,2,12,19,21,23,22,21,12,10,8,-5,-9,0,7,14,17,19,17,16,9,6,6,9,9,9,9,7,7,6,6,6,8,8,8,40.5383,-79.7906,"PA","Allegheny",0.824224011,0.428587514,3.1005041,9.415586309,18.56631389,21.10042591,23.26452703,25.50498641,23.86481254,15.00974572,12.48674272,7.411702159
10810,0,0,0,0,0,0,0,0,0,0,0,754099,100,"tower",16,17,19,19,18,20,22,24,25,23,17,14,11,13,13,13,14,17,19,19,20,19,11,10,3,5,5,6,7,6,6,5,5,5,5,5,32.7353,-117.2083,"CA","SAN DIEGO",15.66940456,17.20551947,15.99150595,17.81134442,18.16413918,20.81200698,22.86419028,23.82814254,23.30813198,20.2917283,16.81479116,16.78141971
50290,527816,564368,394495,544914,517171,533294,599154,531729,529355,541090,508355,503228,100,"tower",-3,-8,0,9,16,17,22,23,19,11,8,8,-5,-8,-2,6,12,15,19,19,17,9,6,6,9,8,8,8,8,7,6,6,6,7,7,7,41.8022,-70.7875,"MA","Plymouth",3.068822619,0.572583975,1.950762124,6.455532525,15.5388866,18.60997599,21.39077984,22.32545273,21.90251571,16.24100631,11.96553731,10.65740719
50449,1442,2649,38762,12301,42626,15423,60123,70154,58763,58932,13793,9622,100,"tower",-7,-12,-2,8,17,18,21,20,19,10,8,6,-8,-12,-3,5,13,16,17,17,16,8,5,4,11,10,10,11,9,8,7,7,7,10,10,9,42.6544,-78.0772,"NY","Wyoming",0.773817736,0.541810265,1.499933509,6.431898841,14.450896,16.91876693,20.14757841,20.78044906,19.29797945,12.31984438,8.739421977,6.625778918
50560,97426,103029,96452,65604,80064,105790,97181,98296,95609,104172,83659,103432,100,"tower",9,13,16,16,19,25,26,25,23,21,10,8,7,10,11,11,13,17,17,17,15,15,7,6,3,5,6,8,8,7,9,8,6,6,5,6,37.874056,-120.477556,"CA","Tuolumne",5.990705261,6.233183181,9.147640309,12.58383706,15.04839048,17.77900778,18.10296226,18.43001157,16.74739595,14.29185787,6.159350563,5.434489484
50851,0,0,0,0,0,0,0,0,0,0,0,546897,100,"tower",16,16,18,17,16,19,21,22,23,22,16,13,11,12,13,12,13,16,18,18,19,17,9,8,6,6,6,7,7,6,6,6,5,5,8,8,34.161951,-119.047916,"CA","Ventura",16.03857255,17.15172991,17.45676258,16.83948676,15.00569002,17.78654146,19.12591305,20.58553049,22.01557979,21.42106107,16.82862881,16.10782188
50886,105762,110439,122281,126704,129233,117379,139701,145315,127573,132519,118779,129996,100,"tower",-1,4,7,9,16,22,23,22,15,12,2,0,-1,2,4,4,10,13,14,13,9,8,0,-1,5,6,8,9,7,8,9,8,7,7,8,8,47.626327,-117.50424,"WA","Spokane",3.179388525,4.173654572,5.576597775,7.808431345,11.30203818,15.69995705,17.04693266,16.96726973,14.51453776,12.27658277,7.677087929,4.458419592
52071,2027825,1750770,1614139,1093669,477294,1791869,1990594,1850363,2146641,1964118,305976,1176614,100,"tower",9,10,17,21,24,27,29,30,28,23,16,14,6,7,13,18,21,23,24,23,22,17,13,11,6,7,6,7,7,5,7,5,4,6,6,6,30.5681,-97.0614,"TX","Milam",11.71139116,13.62844506,16.91094964,21.31288738,24.35709099,26.79023196,29.0579221,29.55334526,27.7970225,23.86387563,19.34340379,15.21077756
54586,0,16814,10186,7048,35317,59610,73315,73927,68492,57371,51091,0,100,"tower",-5,-10,-1,8,17,18,22,23,19,10,7,5,-7,-10,-3,5,12,14,18,19,16,7,5,4,8,8,8,8,8,7,5,5,6,7,6,6,42.632124,-71.313235,"MA","Middlesex",1.536762217,0.396752649,1.480270309,6.813829926,15.26198117,17.16698874,20.32434908,21.16851171,19.32160049,11.94743793,7.911218628,5.627954086
55100,52113,7279,85223,71612,45286,39898,71684,112632,78254,100438,50770,7578,100,"tower",-9,-13,-3,6,15,16,20,21,18,8,5,2,-9,-13,-5,3,11,13,17,18,15,6,3,1,6,6,6,6,5,5,4,4,3,5,5,4,44.5303,-70.5219,"ME","Oxford",1.16823987,0.249398974,0.389685667,3.138553642,13.02456579,15.90063366,19.62331566,20.75728087,19.02117918,11.11722924,6.260629555,3.446411028
55210,173479,173577,85400,209051,112481,159301,185612,217453,158480,84744,98931,146720,100,"tower",6,11,14,17,21,28,28,29,25,19,11,7,2,5,7,8,10,16,19,18,17,13,6,2,6,8,7,10,10,7,7,7,6,6,8,8,32.114185,-106.846483,"NM","Dona Ana",8.126642368,11.59308889,14.06137998,18.13711723,20.77470102,24.25803641,25.17545065,24.26007024,23.31560388,19.56781769,13.27704807,9.909070396
55482,267286,95428,224914,268789,112703,304707,270492,300704,363235,274434,315813,317596,100,"tower",4,8,11,12,18,25,27,24,18,15,6,4,3,6,7,7,12,15,16,15,12,11,4,3,7,7,6,6,5,6,6,6,5,6,7,8,45.8114,-120.833,"WA","Klickitat",4.936151468,5.515127196,7.432058143,10.40818913,14.66716205,19.05159377,21.78497504,20.75616857,18.07616986,14.41505279,10.77177704,6.514868346
56319,441304,413151,455234,400220,414151,405459,413033,418738,151445,332530,425438,427003,100,"tower",-2,-2,6,7,10,19,21,21,18,10,1,-3,-4,-4,1,3,7,15,14,14,11,6,-2,-5,11,11,11,11,11,8,9,9,9,9,11,12,44.2919,-105.3811,"WY","Campbell",1.246856593,1.953581732,5.19702197,10.88107789,13.58016184,20.88512548,21.81759798,20.49071973,17.93969608,11.50374424,3.846166417,1.614334296
170,0,0,0,0,17618,200275,171054,198559,421223,56848,0,32556,100,"lake",5,4,12,18,22,27,29,27,25,19,14,12,2,1,10,15,19,23,25,22,20,14,11,10,4,5,4,5,5,4,4,4,3,4,4,4,34.4341,-92.9049,"AR","Hot Spring",6.205655401,6.96638382,10.90730866,17.88891516,16.60043239,16.74213283,22.58535203,23.75625012,21.7324288,19.54079751,15.40953665,12.63410389
675,5,0,5,0,0,348,0,0,90,14034,10890,2407,100,"lake",16,15,23,26,27,28,29,28,28,25,24,22,13,12,18,21,21,24,24,25,24,21,20,19,7,8,7,6,7,5,5,5,5,6,7,7,28.0797,-81.9228,"FL","Polk",18.63172005,17.89180418,23.23390242,25.8911057,27.09674922,29.49134835,30.31850948,29.04881848,29.09492733,25.3249176,23.88617283,22.06622287
709,1142355,1983455,1106273,0,0,0,0,0,0,0,0,0,100,"lake",6,5,14,19,23,27,28,27,23,18,15,14,3,2,11,15,18,22,23,22,20,14,12,12,7,7,6,6,5,4,5,5,5,6,6,5,33.195,-83.2983,"GA","Putnam",15.75365664,15.24850287,16.39412701,18.34278445,21.74222056,25.61107487,27.91853257,27.36607629,24.18867853,19.08965992,15.96430401,13.89611784
753,0,0,0,0,0,0,1024,3096,0,0,0,0,100,"lake",8,8,17,21,24,27,29,28,24,20,17,16,6,5,13,17,19,23,24,24,21,16,14,13,5,6,5,5,4,4,4,4,5,5,5,5,31.844708,-83.940734,"GA","WORTH",11.38085508,11.32123397,14.83782396,19.78603641,22.4667798,26.70103378,27.8490641,27.95606827,25.83507255,20.98515003,18.04853685,15.84303721
876,2534570,2920338,1945573,2002102,1794096,2284165,2671152,2690665,2609848,3007828,2950646,1525336,100,"lake",-2,-6,4,13,19,23,24,23,21,14,9,6,-4,-7,2,9,15,20,21,19,17,10,6,5,10,11,9,11,10,8,6,6,7,10,11,12,39.590556,-89.496389,"IL","Christian",4.26387119,3.229982195,8.79003618,15.73932663,21.76580757,26.16672734,27.91231525,28.77184554,25.94005387,17.32923173,15.49024932,10.52243454
883,1007069,1017534,944727,785644,659204,1445586,1925294,1585121,1026530,291331,124373,0,100,"lake",-6,-10,1,8,14,18,21,21,20,12,7,3,-6,-11,-1,5,12,16,18,18,17,9,5,2,8,9,8,9,8,7,6,6,7,9,10,10,42.3833,-87.8133,"IL","Lake",4.091124937,1.740001375,4.652442257,9.93862235,12.35085979,15.79661048,20.14015575,17.69060675,16.3836805,14.65784998,8.65290671,5.729086844
963,866884,541521,772330,162220,1005563,830865,702086,815305,465111,539693,254598,241052,100,"lake",-3,-7,4,12,19,23,23,23,21,14,8,5,-4,-8,2,9,15,20,21,19,17,10,6,4,9,10,9,11,10,8,6,6,7,10,11,12,39.754803,-89.602389,"IL","Sangamon",3.57956245,2.734678639,8.06992789,14.77261825,21.1472771,25.31765999,25.59389116,27.53064691,24.61518298,16.53915903,13.25066933,8.849845352
972,1421,1859,2463,1339,1699,1637,3906,0,1736,2913,1102,1686,100,"lake",-5,-9,2,10,16,20,23,22,21,13,7,4,-6,-10,0,6,12,16,18,18,17,9,5,3,9,10,9,9,9,7,7,7,7,9,10,10,42.115589,-87.731025,"IL","Cook",3.379049703,1.848673119,4.781558029,11.10068387,15.07964519,18.85583819,21.99973852,21.59610359,20.12991352,14.78408044,8.955470496,6.115276479
976,1109546,1070322,1025579,504723,882210,1061605,1164678,1151670,981887,539559,968596,1071298,100,"lake",0,-3,7,15,20,25,26,24,22,15,10,9,-1,-4,5,12,16,21,23,20,18,11,8,7,8,9,7,8,7,6,5,4,4,7,7,8,37.619747,-88.953114,"IL","Williamson",5.44348355,4.627236591,7.111042607,14.03237655,18.8632899,21.95847554,24.63605356,27.41452522,25.38465292,18.89813067,15.95927843,12.096725
995,1299580,1075715,452612,534220,156793,1066676,1113221,756664,1084431,925757,474790,522263,100,"lake",-5,-9,2,10,17,21,22,22,20,13,8,5,-6,-9,-1,6,14,18,19,18,17,9,5,4,10,10,9,10,9,8,6,7,7,9,10,11,41.645,-87.1225,"IN","Porter",3.300808107,2.080970143,4.918531477,12.1505575,17.27204625,20.11902217,22.93257574,23.31381316,21.50685776,15.24187772,9.365736653,7.018490276
1241,1263735,1052848,2301661,3314036,4040065,4432171,4628886,4175972,4022850,3370689,2512187,2950758,100,"lake",0,-3,8,14,18,24,26,24,22,15,9,5,-2,-5,5,10,15,21,22,20,18,11,6,3,9,10,9,10,9,9,8,7,8,8,11,11,38.3481,-94.6456,"KS","Linn",2.584885751,2.988563852,9.028841974,15.91444963,19.11512621,23.68986997,26.18159981,26.33927935,23.65864337,16.70134611,11.09621948,6.592501561
1396,238188,332997,538716,437644,753259,909578,864930,762653,343993,792747,991235,780082,100,"lake",8,9,16,21,24,27,29,29,27,21,17,15,6,6,14,18,21,23,25,23,22,17,15,13,6,6,6,6,5,5,5,4,3,5,5,6,30.8439,-92.261111,"LA","Evangeline",10.55760405,13.28680394,17.94083456,24.37204038,28.64506607,30.53234738,30.69288747,32.12103253,29.08117312,25.97229432,22.46449579,19.8644898
1417,0,0,8779,0,9626,54447,64268,17931,27771,109906,17512,0,100,"lake",7,7,13,20,23,28,30,29,27,21,15,13,4,4,11,16,20,23,24,22,21,16,12,11,6,8,6,8,7,7,7,5,5,6,6,7,32.7047,-93.9597,"LA","Caddo",9.077004968,9.972383159,14.57371175,21.06043829,24.28019496,27.26764978,29.24694216,28.76741932,26.73291421,22.068462,17.34228805,13.33558225
1695,1006339,745217,1046146,954964,796059,752786,1030929,1037155,948287,661027,685594,703398,100,"lake",-5,-9,0,8,15,19,21,21,19,11,8,4,-6,-10,-2,5,12,16,17,18,16,9,5,3,11,10,10,10,9,8,7,8,7,11,11,11,43.258768,-86.242268,"MI","Muskegon",1.425543522,1.039972475,2.757355044,9.409114524,16.02145577,20.79499454,23.4393667,23.43432942,21.30252129,14.80611496,8.444309164,5.629008449
1710,4628639,4323215,4037360,2898341,4093343,4073519,4472226,4437983,4393723,3411175,4165632,3911486,100,"lake",-5,-9,0,8,15,19,21,21,19,11,8,4,-6,-10,-2,5,12,16,17,18,16,9,5,3,10,10,10,10,9,8,7,7,7,10,11,11,42.910296,-86.20074,"MI","Ottawa",2.122342565,1.286719905,2.992430141,6.371281499,13.38745463,14.8532255,17.59877143,21.73697619,19.44467243,11.75456099,8.575660838,5.509564479
1723,964410,997871,1104857,985730,1024435,938238,892832,972655,806557,635449,750426,963511,100,"lake",-5,-10,1,10,18,21,22,22,21,13,8,5,-7,-10,-1,6,14,17,18,18,17,9,5,4,10,9,9,9,8,8,6,7,6,10,9,10,41.792114,-83.44948,"MI","Monroe",0.765971528,0.487530696,2.579587524,11.63741555,19.87769108,23.13979946,25.02790334,24.45399444,22.97230682,15.08725197,8.861529641,6.239558261
1769,928568,925273,1050341,912029,961235,966504,912050,888131,816198,1033167,1009479,975318,100,"lake",-10,-15,-3,5,12,15,19,19,17,8,4,0,-10,-15,-4,1,8,12,16,16,14,6,2,-1,10,10,10,9,8,6,8,8,8,9,9,9,46.5789,-87.395,"MI","Marquette",0.436721664,0.060275194,0.578299123,3.109384537,6.966667246,8.317465211,15.58010599,17.17640094,16.59674507,11.69210618,5.71835977,4.449845971
1771,59360,41,0,0,0,0,0,0,0,0,0,0,100,"lake",-10,-15,-2,6,13,16,20,19,18,9,4,0,-10,-15,-4,2,10,13,16,16,15,6,2,-1,9,9,8,8,7,6,7,7,6,8,8,8,45.771667,-87.063922,"MI","Delta",0.525100601,0.149705099,0.768381046,4.862802186,13.01836451,16.59572145,20.60502794,19.80018605,18.40697934,10.02026266,5.570822379,2.714581341
1772,118182,96117,89464,111740,91365,77968,104506,92255,70140,94188,113710,88010,100,"lake",-10,-15,-3,5,12,15,19,18,17,8,4,0,-10,-15,-4,1,8,12,16,16,14,6,2,-1,11,11,10,10,9,6,8,9,7,9,9,9,46.7553,-88.4558,"MI","Baraga",0.260127594,0.083686017,0.590117424,4.344359323,11.04354721,13.93392465,17.75582753,16.51114941,15.57073855,8.073403121,4.64579216,1.390494678
1830,99552,105161,85577,16808,0,17820,25544,83038,82944,35715,83840,82363,100,"lake",-5,-10,0,8,15,19,21,21,19,11,8,4,-6,-10,-2,5,12,16,18,18,16,9,5,3,10,9,9,9,9,7,6,7,6,10,11,11,42.7956,-86.1133,"MI","Ottawa",2.010599826,1.165798738,3.031582396,9.176409376,16.02277855,18.52617926,20.74094333,22.19867188,20.08408307,12.73452516,8.497182104,5.372777754
1843,227195,202494,208000,92606,161956,146840,186596,198210,183651,185839,181734,196777,100,"lake",-10,-15,-3,5,12,15,19,19,17,8,4,0,-10,-15,-4,1,8,12,16,16,14,6,2,-1,10,10,10,9,8,6,8,8,8,9,9,9,46.530598,-87.392206,"MI","Marquette",0.440405475,0.067038807,0.630734675,3.382709989,8.581806369,10.27364025,15.83640399,17.31179343,16.64482547,10.85214613,5.473701815,3.564604142
1888,61,1663,5897,0,0,0,29189,21693,87037,0,0,0,100,"lake",-7,-11,2,9,14,20,21,20,19,10,4,-2,-8,-12,0,5,11,17,19,17,16,7,2,-3,13,14,13,13,14,10,8,9,9,11,13,13,43.6728,-94.7075,"MN","Martin",0.400548191,0.388458348,3.947245087,10.57733095,16.57591786,21.36682559,24.52784354,23.24185104,20.94455471,13.3630683,6.801257101,2.851981568
1891,332712,316048,6362,0,9567,6992,15391,0,0,0,0,0,100,"lake",-10,-15,-1,5,10,14,19,18,16,8,3,-2,-10,-15,-3,2,7,12,16,15,14,6,1,-3,9,9,9,9,8,6,6,7,7,8,8,8,47.5306,-92.1619,"MN","St Louis",1.897602557,0.619213441,3.466997938,6.242374899,12.59874849,21.89010163,22.58301783,19.57524444,17.92580173,9.935732041,4.739421905,1.502516402
1893,509388,487761,474673,324573,478631,462935,513348,506320,434094,447682,421581,490803,100,"lake",-11,-15,-1,7,12,18,21,19,17,8,2,-4,-11,-15,-3,2,9,14,17,16,14,6,1,-4,9,9,9,9,8,6,7,8,7,8,8,7,47.2611,-93.6528,"MN","Itasca",1.506492189,0.599325893,2.864017848,7.81425702,14.28712593,20.61468837,23.34999773,21.3530403,19.64062115,11.40239565,4.44076866,2.423954313
2018,3611,0,6308,27306,54246,54050,45279,51863,56409,61468,51930,50568,100,"lake",-10,-15,-1,5,10,15,19,18,16,8,3,-2,-10,-15,-3,2,7,12,16,15,14,6,1,-3,9,9,9,9,8,6,6,7,7,8,8,7,47.522428,-92.540951,"MN","St Louis",1.457295859,0.611213462,2.722935168,6.661144806,12.78506134,19.83192327,22.29653558,19.86409474,18.17549746,10.11682482,4.654077339,1.3947456
2080,1116533,1156679,1193184,495152,151716,1407076,1106994,1204579,598268,0,207226,670901,100,"lake",0,-3,9,15,18,24,26,24,23,15,9,5,-2,-5,5,10,15,21,22,20,18,11,7,4,9,10,9,10,9,8,8,7,8,8,11,11,38.3114,-93.9348,"MO","Henry",2.386218152,2.979656468,8.678631808,15.8889435,19.26064743,23.66110788,26.06489438,26.26642326,23.56754212,17.07173586,11.47074436,7.10555979
2168,3381173,3662460,3404816,3314456,2452833,3676953,3880560,3459250,2974848,2449929,2887210,2879997,100,"lake",0,-3,8,15,19,24,26,24,23,15,10,6,-2,-5,5,11,16,21,22,20,18,11,7,4,8,9,8,9,8,7,6,5,7,7,9,9,39.5522,-92.6381,"MO","Randolph",3.243390852,2.769499389,8.559396555,15.32276124,19.28609232,24.1899811,27.30905161,27.05361632,24.55057153,17.15430496,13.30738949,10.23613564
2535,358125,471492,283736,0,130257,318441,478278,446210,392102,346211,56684,0,100,"lake",-8,-12,-2,8,18,19,21,21,20,10,8,5,-8,-12,-4,5,13,16,18,18,16,8,5,4,10,8,9,9,7,6,6,6,6,7,9,8,42.6028,-76.6336,"NY","Tompkins",2.301334251,0.781197807,1.793554741,3.71966913,7.771550785,10.7176665,16.28830149,19.51183067,20.32607316,15.55519549,10.55271233,8.848254369
2554,227766,264876,287307,267671,303332,131602,249111,249068,219030,249039,282107,237459,100,"lake",-7,-12,-2,8,16,18,21,20,19,11,8,6,-7,-12,-3,5,13,16,18,17,16,8,6,4,12,10,10,10,9,8,7,8,7,11,11,11,42.491467,-79.346631,"NY","Chautauqua",0.696470671,1.474650117,2.060615184,5.927554926,13.68388131,15.04776385,21.14347722,22.47487683,21.81223918,14.99273008,11.07923033,7.466959734
2594,82867,123709,48976,663,47251,0,32758,61893,57675,0,0,0,100,"lake",-8,-12,-3,8,17,18,21,21,19,10,7,5,-9,-12,-4,4,13,16,18,17,16,7,5,4,9,9,9,9,7,6,6,5,5,7,8,7,43.4586,-76.5319,"NY","Oswego",2.686117507,1.055822304,2.029984133,5.269435169,13.20846486,13.33909167,20.65059915,23.19492224,21.77263661,15.54554327,9.695839173,6.150843316
2718,710406,2117384,368602,0,356408,1661841,2005948,1855866,314126,72832,11733,76641,100,"lake",5,3,12,17,22,26,28,26,23,16,13,13,2,0,8,13,17,21,22,21,19,13,10,11,5,7,6,6,5,5,5,5,5,6,5,5,35.1897,-81.0122,"NC","Gaston",8.688174404,6.756533722,9.198649516,16.44454405,21.72708891,28.62586027,27.88880293,27.84748531,26.52419858,17.10583314,16.92983703,14.86246507
